occasion,id,cycle
"Sv. Jana Fishera, biskupa a Tomáše Mora, mučedníků (22. června)",john_fisher_bishop_and_thomas_more_martyrs,
"Sv. Augustina Žao Ronga, kněze, a druhů, mučedníků (9. července)",augustine_zhao_rong_priest_and_companions_martyrs,
"Sv. Sixta II., papeže, a druhů, mučedníků (7. srpna)",sixtus_ii_pope_and_companions_martyrs,
"Sv. Maxmiliána Marie Kolbeho, kněze a mučedníka (14. srpna)",maximilian_kolbe_priest,
"Sv. Kornélia, papeže, a Cypriána, biskupa, mučedníků (17. září)",cornelius_i_pope_and_cyprian_of_carthage_bishop_martyrs,
"Sv. Januária, biskupa a mučedníka (19. září)",januarius_i_of_benevento_bishop,
"Sv. Ondřeje Kim Tae-gỏna, kněze, Pavla Chõng Ha-sanga a druhů, mučedníků (20. září)",andrew_apostle,
"Sv. Kosmy a Damiána, mučedníků (26. září)",cosmas_of_cilicia_and_damian_of_cilicia_martyrs,
"Sv. Dionýsia, biskupa, a druhů, mučedníků (9. října)",denis_of_paris_bishop_and_companions_martyrs,
"Sv. Jana de Brébeuf a Izáka Joguese, kněží, a druhů, mučedníků (19. října)",john_de_brebeuf_isaac_jogues_priests_and_companions_martyrs,
"Sv. Ondřeje Dũng Lạca, kněze, a druhů, mučedníků (24. listopadu)",andrew_apostle,
"Sv. Jáchyma a Anny (26. července)",joachim_and_anne_parents_of_mary,
"Proměnění Páně (6. srpna)",transfiguration,
"Sv. Vavřince (10. srpna)",lawrence_of_rome_deacon,
"Nanebevzetí Panny Marie, vigilie (14. srpna, večer)",assumption,
"Nanebevzetí Panny Marie (15. srpna)",assumption,
"Sv. Bartoloměje (24. srpna)",bartholomew_apostle,
"Sv. Lukáše (18. října)",luke_evangelist,
"Narození Panny Marie (8. září)",nativity_of_mary,
"Povýšení svatého kříže (14. září)",exaltation_of_the_holy_cross,
"Panny Marie Bolestné (15. září)",our_lady_of_sorrows,
"Sv. Ludmily (16. září)",ludmila_of_bohemia_martyr,
"Sv. Václava (28. září)",wenceslaus_i_of_bohemia_martyr,
"Sv. Michaela, Gabriela a Rafaela (29. září)",michael_gabriel_and_raphael_archangels,
"Svatých andělů strážných (2. října)",guardian_angels,
"Všech svatých (1. listopadu)",all_saints,
"Panny Marie, počaté bez poskvrny prvotního hříchu (8. prosince)",immaculate_conception_of_mary,
"Sv. Štěpána (26. prosince)",stephen_the_first_martyr,
"Sv. Agáty, panny a mučednice (5. února)",agatha_of_sicily_virgin,
"Sv. Polykarpa, biskupa a mučedníka (23. února)",polycarp_of_smyrna_bishop,
"Sv. Marie Gorettiové, panny a mučednice (6. července)",maria_goretti_virgin,
"Bl. Hroznaty, mučedníka (14. července)",hroznata_of_bohemia_martyr,
"Sv. Melichara Grodeckého, kněze a mučedníka (7. září)",melchior_grodziecki_priest,
"Sv. Edmunda Kampiána, kněze a mučedníka (1. prosince)",edmund_campion_priest,
"Sv. Lucie, panny a mučednice (13. prosince)",lucy_of_syracuse_virgin,
"Sv. Jana Evangelisty (27. prosince)",john_apostle,
"Sv. Mláďátek (28. prosince)",holy_innocents_martyrs,
"Bl. Bedřicha Bachsteina a druhů, mučedníků (15. února)",15/2,
"Sv. Perpetuy a Felicity, mučednic (7. března)",perpetua_of_carthage_and_felicity_of_carthage_martyrs,
"Sv. Nerea a Achillea, mučedníků (12. května)",nereus_of_terracina_and_achilleus_of_terracina_martyrs,
"Sv. Marcelina a Petra, mučedníků (2. června)",marcellinus_of_rome_and_peter_the_exorcist_martyrs,
"Sv. Karla Lwangy a druhů, mučedníků (3. června)",charles_lwanga_and_companions_martyrs,
"Sv. Víta, mučedníka (15. června)",vitus_of_lucania_martyr,
"Sv. prvomučedníků římských (30. června)",first_martyrs_of_the_holy_roman_church,
"Sv. Ponciána, papeže, a Hippolyta, kněze, mučedníků (13. srpna)",pontian_i_pope_and_hippolytus_of_rome_priest,
"Sv. Benedikta, Jana, Matouše, Izáka a Kristina, mučedníků (25. srpna)",benedict_of_nursia_abbot,
"Bl. Karla Spinoly, kněze a mučedníka (10. září)",charles_spinola_priest,
"Bl. Marie Restituty Kafkové, panny a mučednice (29. října)",29/10,
"Sv. Kateřiny Alexandrijské, panny a mučednice (25. listopadu)",catherine_of_alexandria_virgin,
"Při svěcení oltáře",,
"Výročí posvěcení kostela (i v době velikonoční)",,
"Výročí posvěcení kostela (v době velikonoční)",,
"Při svěcení oltáře (i v době velikonoční)",,
"Panny Marie, Prostřednice všech milostí (8. května)",our_lady_mediatrix_of_all_grace,
"Panny Marie Královny (22. srpna)",queenship_of_mary,
"Panny Marie Fatimské (13. května)",our_lady_of_fatima,
"O svatých (i v době velikonoční)",,
"Sv. Antonína, opata (17. ledna)",anthony_of_egypt_abbot,
"Sv. Petra Damianiho, biskupa a učitele Církve (21. února)",peter_damian_bishop,
"Sv. Františka z Pauly, poustevníka (2. dubna)",francis_of_paola_hermit,
"Sv. Jana Nepomuckého Neumanna, biskupa (19. června)",john_nepomucene_neumann_bishop,
"Sv. Aloise Gonzagy, řeholníka (21. června)",aloysius_gonzaga_religious,
"Sv. Kláry, panny (11. srpna)",clare_of_assisi_virgin,
"Sv. Františka z Assisi (4. října)",francis_of_assisi,
"Bl. Karla Rakouského (21. října)",charles_i_of_austria,
"Sv. Jana Kapistránského, kněze (23. října)",john_of_capistrano_priest,
"Sv. Antonína z Padovy, kněze a učitele Církve (13. června)",anthony_of_padua_priest,
"Sv. Cyrila Alexandrijského, biskupa a učitele Církve (27. června)",cyril_of_alexandria_bishop,
"Sv. Eusebia z Vercelli, biskupa (2. srpna)",eusebius_of_vercelli_bishop,
"Sv. Pia X., papeže (21. srpna)",pius_x_pope,
"Sv. Karla Boromejského, biskupa (4. listopadu)",charles_borromeo_bishop,
"Sv. Martina, biskupa (11. listopadu)",martin_of_tours_bishop,
"Sv. Klementa I., papeže a mučedníka (23. listopadu)",clement_i_pope,
"Sv. Ambrože, biskupa a učitele Církve (7. prosince)",ambrose_of_milan_bishop,
"O učitelích Církve (i v době velikonoční)",,
"Sv. Františka Saleského, biskupa a učitele Církve (24. ledna)",francis_de_sales_bishop,
"Sv. Izidora, biskupa a učitele Církve (4. dubna)",isidore_of_seville_bishop,
"Sv. Atanáše, biskupa a učitele Církve (2. května)",athanasius_of_alexandria_bishop,
"Sv. Efréma Syrského, jáhna a učitele Církve (9. června)",ephrem_the_syrian_deacon,
"Sv. Ireneje, biskupa a mučedníka (28. června)",irenaeus_of_lyon_bishop,
"Sv. Lva Velikého, papeže a učitele Církve (10. listopadu)",leo_i_the_great_pope,
"Sv. Jana od Kříže, kněze a učitele Církve (14. prosince)",john_of_the_cross_priest,
"Sv. Cyrila Jeruzalémského, biskupa a učitele Církve (18. března)",cyril_of_jerusalem_bishop,
"Sv. Roberta Bellarmina, biskupa a učitele Církve (17. září)",robert_bellarmine_bishop,
"Sv. Terezie od Ježíše, panny a učitelky Církve (15. října)",teresa_of_jesus_of_avila_virgin,
"Sv. Tomáše Akvinského, kněze a učitele Církve (28. ledna)",thomas_apostle,A
"Sv. Bedy Ctihodného, kněze a učitele Církve (25. května)",bede_the_venerable_priest,
"Sv. Bonaventury, biskupa a učitele Církve (15. července)",bonaventure_of_bagnoregio_bishop,
"Sv. Petra Chryzologa, biskupa a učitele Církve (30. července)",peter_chrysologus_bishop,
"Sv. Alfonsa Marie z Liguori, biskupa a učitele Církve (1. srpna)",alphonsus_liguori_bishop,
"Sv. Bernarda, opata a učitele Církve (20. srpna)",bernard_of_clairvaux_abbot,
"Sv. Augustina, biskupa a učitele Církve (28. srpna)",augustine_of_hippo_bishop,
"Sv. Jeronýma, kněze a učitele Církve (30. září)",jerome_of_stridon_priest,
"Sv. Alberta Velikého, biskupa a učitele Církve (15. listopadu)",albert_the_great_bishop,
"O učitelích Církve (v době velikonoční)",,
"Sv. Jana Damašského, kněze a učitele Církve (4. prosince)",john_damascene_priest,
"Při řeholních slibech (i v době velikonoční)",,
"Sv. Terezie Benedikty od Kříže (9. srpna)",teresa_benedicta_of_the_cross_stein_virgin,
"Sv. Josefíny Bakhity, panny (8. února)",josephine_bakhita_virgin,
"Sv. Cecílie, panny a mučednice (22. listopadu)",cecilia_of_rome_virgin,
"Sv. Kazimíra (4. března)",casimir_of_poland,
"Sv. Šarbela Makhlúfa, kněze (24. července)",sharbel_makhluf_priest,
"Sv. Jana z Boha, řeholníka (8. března)",john_of_god_duarte_cidade_religious,
"Sv. Kamila de Lellis, kněze (14. července)",camillus_de_lellis_priest,
"Sv. Kajetána, kněze (7. srpna)",cajetan_of_thiene_priest,
"Sv. Štěpána Uherského (16. srpna)",stephen_i_of_hungary,
"Sv. Ludvíka (25. srpna)",louis_ix_of_france,
"Sv. Vincence z Pauly, kněze (27. září)",vincent_de_paul_priest,
"Sv. Markéty Skotské (16. listopadu)",margaret_of_scotland,
"Sv. Jana Kentského, kněze (23. prosince)",john_of_kanty_priest,
"Sv. Kateřiny Sienské (29. dubna)",catherine_of_siena_virgin,
"Sv. Rajmunda z Peñafortu, kněze (7. ledna)",raymond_of_penyafort_priest,
"Sv. Jana Boska, kněze (31. ledna)",john_bosco_priest,
"Sv. Pankráce, mučedníka (12. května)",pancras_of_rome_martyr,
"Sv. Alžběty Portugalské (4. července)",elizabeth_of_portugal,
"Sv. Anežky České, panny (13. listopadu)",agnes_of_bohemia_virgin,
"Při řeholních slibech (v době velikonoční)",,
"Sv. Františky Římské, řeholnice (9. března)",frances_of_rome_religious,
"Sv. Alžběty Uherské, řeholnice (17. listopadu)",elizabeth_of_hungary_religious,
"Sv. Brigity (23. července)",bridget_of_sweden_religious,
"Sv. Jeronýma Emilianiho (8. února)",jerome_emiliani,
"Sv. Alexia a druhů, řeholníků (17. února)",seven_holy_founders_of_the_servite_order,
"Sv. Anselma, biskupa a mučedníka (21. dubna)",anselm_of_canterbury_bishop,
"Sv. Filipa Neriho, kněze (26. května)",philip_neri_priest,
"Sv. Marty (29. července)",29/7,
"Sv. Ignáce z Loyoly, kněze (31. července)",ignatius_of_loyola_priest,
"Sv. Petra Juliána Eymarda, kněze (2. srpna)",peter_julian_eymard_priest,
"Sv. Josefa Kalasanského, kněze (25. srpna)",joseph_spouse_of_mary,
"Při křtu dospělých (i v době velikonoční)",,
"Při biřmování (i v době velikonoční)",,
"Při biřmování",,
"Při svěcení jáhnů",,
"Při svěcení kněží",,
"Při svatbě (v době velikonoční)",,
"Při žehnání opata a abatyše",,
"Při žehnání opata a abatyše (v době velikonoční)",,
"Při svěcení oltáře (v době velikonoční)",,
"Vzpomínka na všechny věrné zemřelé",all_souls,
"Při pohřbu pokřtěného dítěte - verze a)",,
"Při pohřbu dosud nepokřtěného dítěte - verze b)",,
"Pondělí 1. týdne 1",ordinary_time_1_monday,1
"Úterý 1. týdne 1",ordinary_time_1_tuesday,1
"Středa 1. týdne 1",ordinary_time_1_wednesday,1
"Středa 12. týdne 1",ordinary_time_12_wednesday,1
"Čtvrtek 1. týdne 1",ordinary_time_1_thursday,1
"Pátek 1. týdne 1",ordinary_time_1_friday,1
"Sobota 1. týdne 1",ordinary_time_1_saturday,1
"Pondělí 2. týdne 1",ordinary_time_2_monday,1
"Středa 2. týdne 1",ordinary_time_2_wednesday,1
"Středa 3. týdne 1",ordinary_time_3_wednesday,1
"Úterý 2. týdne 1",ordinary_time_2_tuesday,1
"Čtvrtek 2. týdne 1",ordinary_time_2_thursday,1
"Úterý 29. týdne 1",ordinary_time_29_tuesday,1
"Pondělí 24. týdne 2",ordinary_time_24_monday,2
"Pátek 2. týdne 1",ordinary_time_2_friday,1
"Sobota 2. týdne 1",ordinary_time_2_saturday,1
"Pondělí 3. týdne 1",ordinary_time_3_monday,1
"Úterý 3. týdne 1",ordinary_time_3_tuesday,1
"Čtvrtek 3. týdne 1",ordinary_time_3_thursday,1
"Sobota 29. týdne 1",ordinary_time_29_saturday,1
"Pátek 29. týdne 2",ordinary_time_29_friday,2
"Pondělí 32. týdne 2",ordinary_time_32_monday,2
"Pondělí 34. týdne 2",ordinary_time_34_monday,2
"Pátek 3. týdne 1",ordinary_time_3_friday,1
"Sobota 3. týdne 1",ordinary_time_3_saturday,1
"Čtvrtek 27. týdne 2",ordinary_time_27_thursday,2
"Pondělí 29. týdne 1",ordinary_time_29_monday,1
"Pondělí 4. týdne 1",ordinary_time_4_monday,1
"Úterý 4. týdne 1",ordinary_time_4_tuesday,1
"Středa 4. týdne 1",ordinary_time_4_wednesday,1
"Čtvrtek 4. týdne 1",ordinary_time_4_thursday,1
"Pátek 4. týdne 1",ordinary_time_4_friday,1
"Sobota 4. týdne 1",ordinary_time_4_saturday,1
"Středa 20. týdne 2",ordinary_time_20_wednesday,2
"Středa 32. týdne 2",ordinary_time_32_wednesday,2
"Pondělí 5. týdne 1",ordinary_time_5_monday,1
"Úterý 5. týdne 1",ordinary_time_5_tuesday,1
"Středa 5. týdne 1",ordinary_time_5_wednesday,1
"Čtvrtek 5. týdne 1",ordinary_time_5_thursday,1
"Čtvrtek 9. týdne 1",ordinary_time_9_thursday,1
"Pátek 12. týdne 1",ordinary_time_12_friday,1
"Sobota 20. týdne 1",ordinary_time_20_saturday,1
"Úterý 30. týdne 2",ordinary_time_30_tuesday,2
"Pátek 5. týdne 1",ordinary_time_5_friday,1
"Pondělí 8. týdne 1",ordinary_time_8_monday,1
"Sobota 5. týdne 1",ordinary_time_5_saturday,1
"Pondělí 6. týdne 1",ordinary_time_6_monday,1
"Úterý 6. týdne 1",ordinary_time_6_tuesday,1
"Středa 6. týdne 1",ordinary_time_6_wednesday,1
"Čtvrtek 6. týdne 1",ordinary_time_6_thursday,1
"Pátek 6. týdne 1",ordinary_time_6_friday,1
"Sobota 6. týdne 1",ordinary_time_6_saturday,1
"Sobota 31. týdne 1",ordinary_time_31_saturday,1
"Pondělí 7. týdne 1",ordinary_time_7_monday,1
"Sobota 14. týdne 2",ordinary_time_14_saturday,2
"Úterý 7. týdne 1",ordinary_time_7_tuesday,1
"Pátek 14. týdne 1",ordinary_time_14_friday,1
"Středa 7. týdne 1",ordinary_time_7_wednesday,1
"Čtvrtek 7. týdne 1",ordinary_time_7_thursday,1
"Čtvrtek 27. týdne 1",ordinary_time_27_thursday,1
"Středa 28. týdne 2",ordinary_time_28_wednesday,2
"Čtvrtek 29. týdne 1",ordinary_time_29_thursday,1
"Pondělí 30. týdne 2",ordinary_time_30_monday,2
"Pondělí 33. týdne 2",ordinary_time_33_monday,2
"Pátek 7. týdne 1",ordinary_time_7_friday,1
"Sobota 7. týdne 1",ordinary_time_7_saturday,1
"Úterý 8. týdne 1",ordinary_time_8_tuesday,1
"Středa 8. týdne 1",ordinary_time_8_wednesday,1
"Čtvrtek 8. týdne 1",ordinary_time_8_thursday,1
"Pátek 8. týdne 1",ordinary_time_8_friday,1
"Pondělí 21. týdne 1",ordinary_time_21_monday,1
"Čtvrtek 25. týdne 1",ordinary_time_25_thursday,1
"Úterý 23. týdne 2",ordinary_time_23_tuesday,2
"Sobota 8. týdne 1",ordinary_time_8_saturday,1
"Čtvrtek 26. týdne 1",ordinary_time_26_thursday,1
"Pondělí 9. týdne 1",ordinary_time_9_monday,1
"Pátek 6. týdne 2",ordinary_time_6_friday,2
"Sobota 32. týdne 2",ordinary_time_32_saturday,2
"Úterý 9. týdne 1",ordinary_time_9_tuesday,1
"Středa 9. týdne 1",ordinary_time_9_wednesday,1
"Pátek 9. týdne 1",ordinary_time_9_friday,1
"Sobota 9. týdne 1",ordinary_time_9_saturday,1
"Pondělí 10. týdne 1",ordinary_time_10_monday,1
"Úterý 10. týdne 1",ordinary_time_10_tuesday,1
"Středa 10. týdne 1",ordinary_time_10_wednesday,1
"Čtvrtek 10. týdne 1",ordinary_time_10_thursday,1
"Úterý 20. týdne 1",ordinary_time_20_tuesday,1
"Sobota 13. týdne 2",ordinary_time_13_saturday,2
"Sobota 20. týdne 2",ordinary_time_20_saturday,2
"Úterý 29. týdne 2",ordinary_time_29_tuesday,2
"Pátek 10. týdne 1",ordinary_time_10_friday,1
"Sobota 10. týdne 1",ordinary_time_10_saturday,1
"Pátek 7. týdne 2",ordinary_time_7_friday,2
"Pondělí 11. týdne 1",ordinary_time_11_monday,1
"Pondělí 28. týdne 1",ordinary_time_28_monday,1
"Pátek 31. týdne 1",ordinary_time_31_friday,1
"Úterý 8. týdne 2",ordinary_time_8_tuesday,2
"Úterý 11. týdne 1",ordinary_time_11_tuesday,1
"Středa 11. týdne 1",ordinary_time_11_wednesday,1
"Čtvrtek 11. týdne 1",ordinary_time_11_thursday,1
"Pátek 11. týdne 1",ordinary_time_11_friday,1
"Sobota 11. týdne 1",ordinary_time_11_saturday,1
"Pondělí 12. týdne 1",ordinary_time_12_monday,1
"Úterý 12. týdne 1",ordinary_time_12_tuesday,1
"Úterý 33. týdne 2",ordinary_time_33_tuesday,2
"Čtvrtek 12. týdne 1",ordinary_time_12_thursday,1
"Pátek 13. týdne 1",ordinary_time_13_friday,1
"Sobota 12. týdne 1",ordinary_time_12_saturday,1
"Pondělí 13. týdne 1",ordinary_time_13_monday,1
"Úterý 13. týdne 1",ordinary_time_13_tuesday,1
"Středa 13. týdne 1",ordinary_time_13_wednesday,1
"Čtvrtek 13. týdne 1",ordinary_time_13_thursday,1
"Sobota 13. týdne 1",ordinary_time_13_saturday,1
"Pondělí 14. týdne 1",ordinary_time_14_monday,1
"Úterý 14. týdne 1",ordinary_time_14_tuesday,1
"Středa 14. týdne 1",ordinary_time_14_wednesday,1
"Čtvrtek 14. týdne 1",ordinary_time_14_thursday,1
"Sobota 14. týdne 1",ordinary_time_14_saturday,1
"Pondělí 15. týdne 1",ordinary_time_15_monday,1
"Středa 29. týdne 1",ordinary_time_29_wednesday,1
"Úterý 15. týdne 1",ordinary_time_15_tuesday,1
"Středa 15. týdne 1",ordinary_time_15_wednesday,1
"Čtvrtek 15. týdne 1",ordinary_time_15_thursday,1
"Pátek 15. týdne 1",ordinary_time_15_friday,1
"Sobota 15. týdne 1",ordinary_time_15_saturday,1
"Pondělí 16. týdne 1",ordinary_time_16_monday,1
"Úterý 16. týdne 1",ordinary_time_16_tuesday,1
"Středa 16. týdne 1",ordinary_time_16_wednesday,1
"Čtvrtek 16. týdne 1",ordinary_time_16_thursday,1
"Pondělí 34. týdne 1",ordinary_time_34_monday,1
"Pátek 16. týdne 1",ordinary_time_16_friday,1
"Sobota 16. týdne 1",ordinary_time_16_saturday,1
"Čtvrtek 33. týdne 1",ordinary_time_33_thursday,1
"Pondělí 17. týdne 1",ordinary_time_17_monday,1
"Úterý 17. týdne 1",ordinary_time_17_tuesday,1
"Středa 17. týdne 1",ordinary_time_17_wednesday,1
"Čtvrtek 17. týdne 1",ordinary_time_17_thursday,1
"Sobota 16. týdne 2",ordinary_time_16_saturday,2
"Pátek 17. týdne 1",ordinary_time_17_friday,1
"Sobota 17. týdne 1",ordinary_time_17_saturday,1
"Pondělí 18. týdne 1",ordinary_time_18_monday,1
"Úterý 18. týdne 1",ordinary_time_18_tuesday,1
"Středa 18. týdne 1",ordinary_time_18_wednesday,1
"Čtvrtek 18. týdne 1",ordinary_time_18_thursday,1
"Pátek 18. týdne 1",ordinary_time_18_friday,1
"Sobota 18. týdne 1",ordinary_time_18_saturday,1
"Pondělí 19. týdne 1",ordinary_time_19_monday,1
"Pátek 30. týdne 1",ordinary_time_30_friday,1
"Středa 8. týdne 2",ordinary_time_8_wednesday,2
"Úterý 19. týdne 1",ordinary_time_19_tuesday,1
"Středa 19. týdne 1",ordinary_time_19_wednesday,1
"Čtvrtek 19. týdne 1",ordinary_time_19_thursday,1
"Pátek 19. týdne 1",ordinary_time_19_friday,1
"Sobota 19. týdne 1",ordinary_time_19_saturday,1
"Pátek 23. týdne 1",ordinary_time_23_friday,1
"Pondělí 20. týdne 1",ordinary_time_20_monday,1
"Středa 20. týdne 1",ordinary_time_20_wednesday,1
"Sobota 1. týdne 2",ordinary_time_1_saturday,2
"Čtvrtek 20. týdne 1",ordinary_time_20_thursday,1
"Pátek 20. týdne 1",ordinary_time_20_friday,1
"Úterý 21. týdne 1",ordinary_time_21_tuesday,1
"Středa 21. týdne 1",ordinary_time_21_wednesday,1
"Čtvrtek 21. týdne 1",ordinary_time_21_thursday,1
"Pátek 21. týdne 1",ordinary_time_21_friday,1
"Sobota 21. týdne 1",ordinary_time_21_saturday,1
"Pondělí 22. týdne 1",ordinary_time_22_monday,1
"Úterý 22. týdne 1",ordinary_time_22_tuesday,1
"Čtvrtek 31. týdne 1",ordinary_time_31_thursday,1
"Středa 22. týdne 1",ordinary_time_22_wednesday,1
"Čtvrtek 22. týdne 1",ordinary_time_22_thursday,1
"Pátek 22. týdne 1",ordinary_time_22_friday,1
"Sobota 24. týdne 1",ordinary_time_24_saturday,1
"Čtvrtek 8. týdne 2",ordinary_time_8_thursday,2
"Čtvrtek 34. týdne 2",ordinary_time_34_thursday,2
"Úterý 24. týdne 2",ordinary_time_24_tuesday,2
"Sobota 22. týdne 1",ordinary_time_22_saturday,1
"Pondělí 23. týdne 1",ordinary_time_23_monday,1
"Úterý 23. týdne 1",ordinary_time_23_tuesday,1
"Středa 23. týdne 1",ordinary_time_23_wednesday,1
"Čtvrtek 23. týdne 1",ordinary_time_23_thursday,1
"Sobota 23. týdne 1",ordinary_time_23_saturday,1
"Pondělí 28. týdne 2",ordinary_time_28_monday,2
"Pondělí 24. týdne 1",ordinary_time_24_monday,1
"Úterý 24. týdne 1",ordinary_time_24_tuesday,1
"Středa 24. týdne 1",ordinary_time_24_wednesday,1
"Pátek 30. týdne 2",ordinary_time_30_friday,2
"Čtvrtek 24. týdne 1",ordinary_time_24_thursday,1
"Pátek 24. týdne 1",ordinary_time_24_friday,1
"Pondělí 25. týdne 1",ordinary_time_25_monday,1
"Úterý 30. týdne 1",ordinary_time_30_tuesday,1
"Úterý 25. týdne 1",ordinary_time_25_tuesday,1
"Středa 25. týdne 1",ordinary_time_25_wednesday,1
"Pátek 25. týdne 1",ordinary_time_25_friday,1
"Sobota 25. týdne 1",ordinary_time_25_saturday,1
"Pátek 16. týdne 2",ordinary_time_16_friday,2
"Středa 18. týdne 2",ordinary_time_18_wednesday,2
"Pondělí 26. týdne 1",ordinary_time_26_monday,1
"Úterý 18. týdne 2",ordinary_time_18_tuesday,2
"Úterý 26. týdne 1",ordinary_time_26_tuesday,1
"Středa 26. týdne 1",ordinary_time_26_wednesday,1
"Pátek 12. týdne 2",ordinary_time_12_friday,2
"Pátek 26. týdne 1",ordinary_time_26_friday,1
"Čtvrtek 12. týdne 2",ordinary_time_12_thursday,2
"Sobota 26. týdne 1",ordinary_time_26_saturday,1
"Pondělí 27. týdne 1",ordinary_time_27_monday,1
"Úterý 27. týdne 1",ordinary_time_27_tuesday,1
"Středa 27. týdne 1",ordinary_time_27_wednesday,1
"Pátek 27. týdne 1",ordinary_time_27_friday,1
"Sobota 27. týdne 1",ordinary_time_27_saturday,1
"Úterý 28. týdne 1",ordinary_time_28_tuesday,1
"Pátek 32. týdne 1",ordinary_time_32_friday,1
"Středa 28. týdne 1",ordinary_time_28_wednesday,1
"Čtvrtek 28. týdne 1",ordinary_time_28_thursday,1
"Pátek 28. týdne 1",ordinary_time_28_friday,1
"Sobota 28. týdne 1",ordinary_time_28_saturday,1
"Pátek 29. týdne 1",ordinary_time_29_friday,1
"Pondělí 30. týdne 1",ordinary_time_30_monday,1
"Středa 30. týdne 1",ordinary_time_30_wednesday,1
"Čtvrtek 30. týdne 1",ordinary_time_30_thursday,1
"Sobota 30. týdne 1",ordinary_time_30_saturday,1
"Pondělí 31. týdne 1",ordinary_time_31_monday,1
"Úterý 31. týdne 1",ordinary_time_31_tuesday,1
"Pondělí 31. týdne 2",ordinary_time_31_monday,2
"Středa 31. týdne 1",ordinary_time_31_wednesday,1
"Pondělí 32. týdne 1",ordinary_time_32_monday,1
"Úterý 32. týdne 1",ordinary_time_32_tuesday,1
"Středa 32. týdne 1",ordinary_time_32_wednesday,1
"Čtvrtek 32. týdne 1",ordinary_time_32_thursday,1
"Sobota 32. týdne 1",ordinary_time_32_saturday,1
"Pondělí 33. týdne 1",ordinary_time_33_monday,1
"Úterý 33. týdne 1",ordinary_time_33_tuesday,1
"Pondělí 4. týdne 2",ordinary_time_4_monday,2
"Středa 33. týdne 1",ordinary_time_33_wednesday,1
"Čtvrtek 4. týdne 2",ordinary_time_4_thursday,2
"Sobota 33. týdne 1",ordinary_time_33_saturday,1
"Úterý 34. týdne 1",ordinary_time_34_tuesday,1
"Středa 34. týdne 1",ordinary_time_34_wednesday,1
"Čtvrtek 34. týdne 1",ordinary_time_34_thursday,1
"Pátek 34. týdne 1",ordinary_time_34_friday,1
"Sobota 34. týdne 1",ordinary_time_34_saturday,1
"Pondělí 1. týdne 2",ordinary_time_1_monday,2
"Úterý 1. týdne 2",ordinary_time_1_tuesday,2
"Středa 1. týdne 2",ordinary_time_1_wednesday,2
"Čtvrtek 1. týdne 2",ordinary_time_1_thursday,2
"Pátek 1. týdne 2",ordinary_time_1_friday,2
"Pondělí 2. týdne 2",ordinary_time_2_monday,2
"Pondělí 15. týdne 2",ordinary_time_15_monday,2
"Úterý 2. týdne 2",ordinary_time_2_tuesday,2
"Středa 2. týdne 2",ordinary_time_2_wednesday,2
"Čtvrtek 30. týdne 2",ordinary_time_30_thursday,2
"Sobota 33. týdne 2",ordinary_time_33_saturday,2
"Čtvrtek 2. týdne 2",ordinary_time_2_thursday,2
"Pátek 2. týdne 2",ordinary_time_2_friday,2
"Sobota 2. týdne 2",ordinary_time_2_saturday,2
"Pondělí 3. týdne 2",ordinary_time_3_monday,2
"Úterý 3. týdne 2",ordinary_time_3_tuesday,2
"Středa 3. týdne 2",ordinary_time_3_wednesday,2
"Čtvrtek 3. týdne 2",ordinary_time_3_thursday,2
"Pátek 3. týdne 2",ordinary_time_3_friday,2
"Sobota 3. týdne 2",ordinary_time_3_saturday,2
"Úterý 4. týdne 2",ordinary_time_4_tuesday,2
"Středa 4. týdne 2",ordinary_time_4_wednesday,2
"Pátek 4. týdne 2",ordinary_time_4_friday,2
"Sobota 4. týdne 2",ordinary_time_4_saturday,2
"Pondělí 5. týdne 2",ordinary_time_5_monday,2
"Úterý 5. týdne 2",ordinary_time_5_tuesday,2
"Středa 5. týdne 2",ordinary_time_5_wednesday,2
"Čtvrtek 5. týdne 2",ordinary_time_5_thursday,2
"Pátek 5. týdne 2",ordinary_time_5_friday,2
"Sobota 5. týdne 2",ordinary_time_5_saturday,2
"Pondělí 6. týdne 2",ordinary_time_6_monday,2
"Úterý 6. týdne 2",ordinary_time_6_tuesday,2
"Středa 6. týdne 2",ordinary_time_6_wednesday,2
"Pondělí 25. týdne 2",ordinary_time_25_monday,2
"Čtvrtek 6. týdne 2",ordinary_time_6_thursday,2
"Sobota 6. týdne 2",ordinary_time_6_saturday,2
"Pondělí 7. týdne 2",ordinary_time_7_monday,2
"Úterý 7. týdne 2",ordinary_time_7_tuesday,2
"Středa 7. týdne 2",ordinary_time_7_wednesday,2
"Čtvrtek 7. týdne 2",ordinary_time_7_thursday,2
"Sobota 7. týdne 2",ordinary_time_7_saturday,2
"Pondělí 8. týdne 2",ordinary_time_8_monday,2
"Pátek 8. týdne 2",ordinary_time_8_friday,2
"Úterý 21. týdne 2",ordinary_time_21_tuesday,2
"Úterý 34. týdne 2",ordinary_time_34_tuesday,2
"Sobota 8. týdne 2",ordinary_time_8_saturday,2
"Pondělí 9. týdne 2",ordinary_time_9_monday,2
"Úterý 9. týdne 2",ordinary_time_9_tuesday,2
"Středa 9. týdne 2",ordinary_time_9_wednesday,2
"Čtvrtek 9. týdne 2",ordinary_time_9_thursday,2
"Pátek 9. týdne 2",ordinary_time_9_friday,2
